,ID,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,stg_selling_price_val,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_year,relative_margin_with_supplier_binary_positive
1474,1475,-0.131374481,,0.666666667,15.0,0.835249042,0,-0.136573542,0.666666667,475327.1914,500668.9351,0.731601732,0.666666667,-0.397025932,0.75,115561.6509,887823.3954,944664.777,1.381705629,0.666666667,0
1475,1476,,14.0,0.770114943,10.0,0.746004119,1,-0.002716366,,-22826.76769,308389.9489,0.752688172,0.666666667,,,497507.8999,777278.2833,0.666666667,1.365738068,0.666666667,0
1476,1477,,50.66666667,1.0,20.0,0.87654321,1,-0.113574708,1.0,8032391.649,23026.87935,0.666666667,0.666666667,-0.107215324,0.666666667,13400000.0,862449.926,1244897.49,1.277797743,0.666666667,0
1477,1478,0.273324476,19.0,0.780026991,15.0,0.726227795,0,-0.710199836,,16400000.0,1359304.904,0.741980474,0.666666667,,0.972222222,2629467.046,-804542.4269,1020042.228,1.624265522,0.666666667,1
1478,1479,0.766404116,152.3333333,,15.0,0.75070028,0,0.233089719,,-70860.82631,334530.6107,0.785714286,0.666666667,0.126466819,0.733333333,281228.9811,7753.18166,0.666666667,1.277797743,0.666666667,0
1479,1480,,67.33333333,0.888888889,15.0,0.666666667,0,0.076570937,0.75,404899.3082,101998.2466,0.685714286,0.668724766,,0.75,29475.76569,1772673.502,317033.7566,1.314810275,0.666666667,1
1480,1481,-0.069496137,100.6666667,1.0,10.0,0.741748198,1,,0.783333333,-540435.916,0.666666667,0.733663285,0.666666667,,0.916666667,-1121.184245,8348.879984,7901241.719,1.4602908,0.666666667,0
1481,1482,-0.250926862,100.6666667,0.666666667,10.0,0.742798354,1,0.030533868,0.666666667,4138529.905,397175.0402,0.700625559,0.666666667,0.037618246,0.666666667,2993373.107,4693.732746,276449.8995,1.639580066,0.666666667,0
1482,1483,0.70070994,27.33333333,0.866666667,10.0,0.867724868,0,0.503871273,,2036120.659,371293.7762,0.737102055,,-0.40871442,0.666666667,-52817.42226,111212.9575,0.666666667,1.261796548,183699.9484,0
1483,1484,-0.021889596,80.66666667,0.666666667,10.0,0.739495798,0,,0.666666667,-178848.6016,459117.9277,0.736180905,0.666666667,0.305716131,0.724386724,112666.8402,502660.3431,0.666666667,1.13194952,493732.303,0
1484,1485,0.019019189,117.3333333,0.698924731,10.0,0.813333333,0,-0.029355064,0.974358974,127984.7957,60067.5954,0.748194416,,,1.0,1520990.168,-11503.15519,11800000.0,1.243244117,193849.6825,1
1485,1486,0.60249727,42.33333333,0.75,18.0,0.980712285,1,,0.722222222,3144559.069,164883.9321,0.772108844,0.666666667,0.168505873,0.666666667,-25277.13777,25237.98829,32289.26374,1.33925869,255504.2577,0
1486,1487,-0.132485729,147.3333333,,20.0,0.718994516,0,,0.666666667,691681.2945,0.666666667,0.736015283,0.685589791,-0.118323909,0.666666667,-384620.4303,440263.9274,2252623.778,1.265482562,0.666666667,0
1487,1488,0.133065809,14.0,0.804597701,15.0,0.929268806,0,1.728122601,0.958333333,4801962.595,0.666666667,0.799515738,0.666666667,0.188545596,0.666666667,-34647.56626,106225.6848,1788551.2,1.562031912,0.853045351,1
1488,1489,,77.33333333,0.666666667,20.0,0.741100324,0,1.261087362,0.818181818,283284.5754,202023.2407,0.735591375,0.666666667,0.225021478,1.0,-423819.7377,53602.01315,1004440.169,1.390921032,,0
1489,1490,0.899573465,27.33333333,0.733333333,10.0,0.757330178,0,,0.678240741,7053613.94,364979.5335,0.712643678,0.666666667,,0.726130874,4068982.067,18602.68457,115725.8248,1.624579672,24261.26846,1
1490,1491,1.879418695,37.33333333,0.783333333,15.0,0.72688172,0,0.342097536,,7773538.743,0.666666667,0.682170543,0.667035807,0.153299104,0.666666667,1422957.806,682726.2615,61931.66156,1.46975005,0.666666667,0
1491,1492,0.055960972,60.66666667,0.833333333,10.0,0.793607306,1,-0.139736944,0.777777778,78423.09021,58725.42912,,0.666666667,,1.0,-136894.5623,568064.2812,1048050.197,1.373806887,192025.5549,0
1492,1493,-0.130270925,125.6666667,0.738095238,10.0,0.771726347,0,0.603207949,0.75,-555072.2794,0.666666667,0.73989899,0.666666667,-0.110035052,,1667763.38,2203437.787,7368548.234,1.746029189,467522.4514,0
1493,1494,-0.150016573,94.0,0.666666667,10.0,0.781923715,0,0.743976874,0.944444444,228314.9827,2065612.358,0.694444444,0.666666667,,,3209118.963,466342.9371,295848.3658,1.437291282,182195.5223,0
1494,1495,0.270287113,39.0,0.666666667,12.5,0.79763988,0,0.56526153,0.666666667,2631902.689,0.666666667,0.712121212,,-0.099616847,,-124835.7242,1573237.556,9913052.251,1.302725065,438835.1549,0
1495,1496,0.742957189,87.33333333,0.888888889,18.0,0.694444444,0,,0.757575758,15200000.0,99705.3822,0.744245524,0.666666667,0.133731314,0.699164054,-109465.3701,-17379.74878,126540.8033,1.456679358,118691.4803,0
1496,1497,-0.017373386,92.33333333,0.888888889,10.0,0.708641975,1,,0.703703704,22600000.0,1952436.713,0.737704918,0.666666667,,0.666666667,138354.4381,1397661.751,0.666666667,1.400663483,159489.0771,0
1497,1498,,116.0,,10.0,0.745815795,0,-0.574668157,0.666666667,9637251.434,239541.4408,0.714003945,0.666666667,,0.863636364,-105030.8237,-569052.5358,322185.2811,1.430924388,,1
1498,1499,0.271259853,50.66666667,1.0,15.0,0.72519084,0,0.224448609,0.833333333,-284200.6646,47473.17691,0.728724194,0.666666667,,0.733333333,,0.666666667,870645.9168,1.445829011,772870.5106,1
1499,1500,-0.259182282,19.0,0.794871795,15.0,0.723779855,0,,0.770833333,-80225.19134,124215.9433,0.687501131,0.666666667,-0.000778,1.0,-193874.7856,517866.6229,433372.6624,1.144522264,323909.7412,0
1500,1501,-0.475495653,110.6666667,0.820512821,10.0,0.778703453,0,1.697831447,0.696969697,6761258.23,3745.799187,0.737634409,0.668593449,0.020872323,0.714285714,2018808.416,141248.1083,281331.5928,1.423411821,294677.9264,1
1501,1502,,459.0,0.733333333,5.050505051,0.745180152,0,,0.973333333,234235.2439,158290.7495,0.73930536,0.666666667,,0.742424242,1417240.979,-201758.4426,747501.9802,1.382911392,0.666666667,0
1502,1503,-0.54197413,49.0,0.777777778,10.0,0.760134537,0,0.316397213,0.666666667,-55261.18714,303201.3445,0.757575758,0.683760684,-0.028384532,0.666666667,-163629.3273,-890459.0762,414477.1652,1.249921899,0.666666667,0
1503,1504,,247.3333333,0.666666667,5.0,0.753919795,0,,1.0,1931754.348,129076.4969,0.790804598,0.666666667,,0.666666667,-226148.5566,553855.2312,0.666666667,1.218759551,1355142.708,1
1504,1505,,517.3333333,0.701754386,15.0,0.782051282,0,-0.20444949,0.814814815,165707.0332,1755191.069,0.702256609,0.673960098,-0.316954436,,-6633.854019,3003892.304,119911.7333,1.533480013,78082.32585,1
1505,1506,0.50956056,19.0,,10.15873016,0.797101449,0,,0.96969697,18700000.0,0.666666667,0.684210526,0.666666667,0.00082,0.666666667,477906.3147,1008646.6,1607761.954,1.283783828,0.666666667,0
1506,1507,,92.33333333,1.0,10.0,0.81043027,0,0.744007467,,4067657.012,182507.3018,0.735955056,0.666666667,-0.68640106,0.666666667,-38955.94801,4484393.325,0.666666667,1.419777254,0.666666667,0
1507,1508,0.129180879,67.0,0.714285714,10.0,0.746987952,0,0.240019899,0.666666667,1193627.09,0.666666667,0.718518519,0.666666667,,,8973400.26,648134.3356,42815.46377,1.635874842,236831.3923,0
1508,1509,0.415562741,100.6666667,0.6875,25.0,0.757575758,0,-0.294257166,0.666666667,-247951.8836,53818.17226,0.725146199,0.666666667,0.27140625,0.833333333,749530.3186,625531.9093,328673.4522,1.20253169,216007.9017,0
1509,1510,-0.160869767,84.0,0.902777778,10.0,0.755050505,1,0.105247052,1.0,507827.9088,0.666666667,0.687830688,0.666666667,0.067283607,0.833333333,1025805.955,154396.9571,1866119.432,1.460767978,23262.24773,0
1510,1511,,67.33333333,0.833333333,15.0,0.778761062,0,-0.154206115,0.833333333,2459212.547,0.666666667,0.693507533,0.666666667,0.251129542,0.666666667,-426342.2957,-52330.1408,614127.8711,1.546868629,135234.317,0
1511,1512,,194.0,1.0,10.0,0.771428571,0,-0.177449437,0.80952381,-247094.5351,901988.7167,0.797250859,0.666666667,0.220572999,0.833333333,13000000.0,11200000.0,0.666666667,1.423416817,0.666666667,0
1512,1513,,60.66666667,0.714285714,15.0,0.777111444,0,,0.666666667,8737498.232,376723.8297,0.727272727,0.761904762,,0.6875,,-644365.1937,2994932.858,1.690514704,258539.8829,0
1513,1514,,,0.916666667,10.0,0.883333333,0,,0.866666667,4800929.941,17380.04438,0.824074074,0.675644876,0.004982554,1.0,-1002959.488,1343272.962,244631.7364,1.461774186,1240691.029,0
1514,1515,0.370191928,12.33333333,,10.0,0.72193437,0,0.330692063,,1367223.807,1267868.596,0.679103651,0.680641822,-0.405243063,0.666666667,391527.7705,227715.7785,190250.0257,1.364122289,107399.9186,0
1515,1516,0.034615265,74.0,,15.0,0.725225225,1,,1.0,7128693.526,0.666666667,0.70212766,0.666666667,0.060661202,0.736111111,-144877.0697,93281.07435,647221.0447,1.521292446,0.666666667,0
1516,1517,2.497690123,84.0,,15.0,0.750455373,0,-0.107549895,0.666666667,371387.5384,59579.68884,0.760416667,0.666666667,,0.875,120303.6592,-16421.94,70599.20579,1.486232834,72595.57925,0
1517,1518,,114.0,0.833333333,10.0,0.711021505,0,,0.733333333,1570126.995,365079.6599,0.733333333,0.666666667,,0.966666667,3870651.992,3182899.013,632034.0554,1.480675535,321855.3805,0
1518,1519,2.916321446,164.0,0.933333333,15.0,0.742138365,0,0.204227611,,-33997.17613,0.666666667,0.790780142,0.674575521,0.046849313,0.666666667,-142438.3729,1355702.242,1620747.255,1.506504678,609433.1971,0
1519,1520,,60.66666667,0.666666667,10.0,0.699186992,0,,0.708333333,1719854.129,0.666666667,0.767676768,0.666666667,0.180447672,0.833333333,-94114.66116,432265.9276,206421.89,1.277839285,2447.437892,0
1520,1521,0.748921251,,0.666666667,10.0,0.760416667,0,,0.888888889,1778307.698,0.666666667,0.792792793,0.666666667,0.033370008,0.818181818,1237078.015,2157959.966,0.666666667,1.568886118,310724.215,0
1521,1522,-0.228274201,100.6666667,0.777777778,10.0,0.713804714,0,-0.0872093,0.8,370973.4008,6317.124485,0.733333333,0.666666667,-0.362535022,0.916666667,9752.588623,110142.9213,458456.5132,1.216206558,0.666666667,1
1522,1523,-0.061500451,80.66666667,0.666666667,10.0,0.726685134,0,0.781070944,0.666666667,122267.2269,220331.1949,0.696551724,0.666666667,0.089104191,1.0,140115.0187,-278499.975,763605.5696,1.268675166,641473.1554,0
1523,1524,-0.138295694,122.3333333,0.666666667,15.0,0.730337079,0,,0.666666667,3974639.155,61877.16388,0.730351939,0.671428571,-0.258632238,,16500000.0,486513.2615,547561.9098,1.255740794,19828.54711,0
1524,1525,,34.0,0.703703704,10.0,0.846922558,0,,0.888888889,4395386.659,0.666666667,0.789473684,0.673076923,-0.108961671,0.666666667,56880.54512,876992.7308,1036896.194,1.283783784,122836.4393,1
1525,1526,,140.6666667,0.666666667,12.0,0.786458333,0,0.034322237,,840770.8509,212110.9709,0.713333333,0.666666667,-0.244897326,,-518505.7585,4838.129653,32093.65999,1.343599833,0.666666667,1
1526,1527,-0.296657171,150.6666667,,10.0,0.714285714,0,,,-97635.14735,1430596.99,0.761904762,0.698924731,,0.814814815,0.666666667,7877363.251,1846270.034,1.172340154,0.666666667,0
1527,1528,,64.0,0.818180238,20.0,0.789182135,0,,,2746668.967,240.0347807,0.746683424,0.666666667,0.125770524,0.760423703,449687.4383,84623.54422,1700652.186,1.416098814,244395.9175,1
1528,1529,1.493109535,52.66666667,0.888888889,12.5,0.821192053,0,-0.157797977,0.666666667,1508896.54,633176.3726,0.737442922,,,,-766053.615,3502656.777,370964.0609,1.418209983,0.666666667,0
1529,1530,,134.0,0.871794872,20.0,0.941176471,0,0.110579264,0.714285714,18966.55987,208738.5322,0.683653551,,-0.009964136,0.75,627784.7244,872476.689,0.666666667,1.478093172,169718.9567,0
1530,1531,-0.395363432,127.3333333,0.666666667,10.0,0.751173709,1,,0.738095238,14400000.0,0.666666667,0.666666667,0.666666667,0.169988719,0.666666667,3178242.16,276975.3798,28500000.0,1.363787442,32665.19318,0
1531,1532,,105.6666667,0.694444444,15.0,0.869418826,0,1.213413696,0.851851852,449687.4383,0.666666667,0.783687943,0.666666667,0.168075477,0.696969697,179149.5645,7771533.674,1446046.179,1.234423106,0.666666667,1
1532,1533,,127.3333333,0.851851852,15.0,0.960784314,0,0.231672857,0.840891912,82580.00603,1162582.197,0.721088435,0.671641791,-0.019862091,0.923076923,7159.514735,-26382.71751,2996231.766,1.270515755,62464.23846,0
1533,1534,0.021644342,150.6666667,0.8,10.0,0.692229039,1,0.973317541,0.666666667,-86833.49271,27587.15866,0.717111263,0.666666667,,0.684718729,102817.9987,139708.1206,556958.6434,1.1875,498541.1729,0
1534,1535,0.02676688,197.3333333,0.777777778,20.0,0.697321846,0,,1.0,5760418.405,294053.7102,0.777635254,0.666666667,0.200699214,0.708333333,2791891.366,458843.4743,5238059.082,1.234922492,159755.5868,0
1535,1536,0.748921251,84.0,0.666666667,15.0,0.746031746,0,0.282185453,0.666666667,1046809.347,435769.4624,0.785714286,0.666666667,,0.916666667,304129.0857,1206662.457,0.666666667,1.264826876,18057.24456,0
1536,1537,-0.279288644,54.0,0.833333333,15.0,0.741765481,0,0.946124626,0.666666667,222282.9766,164199.3464,0.738461538,0.666666667,-0.104209471,1.0,,731929.1647,85927.02897,1.538710712,228794.9722,0
1537,1538,0.091262323,,0.833333333,6.476683938,0.728310502,0,,0.666666667,-169843.5084,333050.4372,0.691302609,0.666666667,0.187079192,1.0,1452570.204,11200000.0,315960.6886,1.624558705,0.666666667,0
1538,1539,0.591711812,644.0,,15.0,0.728799328,0,,0.7,297787.7094,134640.8418,0.723809524,0.666666667,-0.077480301,0.666666667,359444.8232,581512.0343,4940191.22,1.1875,680364.1678,0
1539,1540,,200.6666667,0.666666667,18.0,0.730718954,0,,0.75,-780203.5049,23680.83375,0.748971193,0.666666667,0.048479417,0.817320261,473695.8104,128555.594,373057.0839,1.389061712,0.666666667,0
1540,1541,-0.205276903,250.6666667,0.958333333,10.0,0.774278215,0,,0.666666667,792784.5854,0.666666667,0.698664944,0.666666667,0.118365946,0.804469274,2308916.188,1422506.185,3845.660873,1.345580317,0.666666667,1
1541,1542,,54.0,0.666666667,15.0,0.782051282,0,-0.20299688,0.666666667,-1005854.677,13698.70609,0.786247807,0.666666667,0.114824398,0.666666667,,8421296.445,874936.5304,1.331974121,384122.3994,0
1542,1543,0.437329725,267.3333333,0.787037037,15.0,0.707482993,0,,0.90070922,8737498.232,2667302.715,0.799515738,0.666666667,0.066571912,0.666666667,205494.228,1550691.264,85927.02897,1.28256759,0.666666667,0
1543,1544,0.189796487,119.0,0.75,10.0,0.848484848,0,,0.833333333,4278099.344,0.666666667,0.735632184,0.69047619,,0.666666667,69299.96406,2712308.702,0.666666667,1.213950073,537924.5718,0
1544,1545,0.203090404,327.3333333,0.833333333,18.0,0.918518519,0,,0.833333333,712803.1125,14814.78485,0.79389313,0.682539683,-0.194425318,0.666666667,168091.0622,3648615.074,43835.61737,1.338028195,861685.3813,0
1545,1546,0.550515723,,1.0,4.464285714,0.723577236,0,-0.007331703,0.777777778,2582903.208,20173.2124,0.731379731,0.666666667,0.062421174,0.731182796,7242572.624,575981.755,0.666666667,1.517348174,230587.0805,0
1546,1547,,214.0,0.754385965,20.0,0.800880088,0,,0.80952381,356785.3913,0.666666667,0.734907823,0.666666667,-0.001569366,0.666666667,150947.2566,13200000.0,0.666666667,1.561073887,0.666666667,1
1547,1548,-0.033368918,907.3333333,0.777777778,10.0,0.819727891,0,-0.262942883,0.666666667,1892947.888,403710.7329,0.682900433,,0.093106051,0.666666667,-80284.95895,23824.60712,0.666666667,1.223364301,725491.209,1
1548,1549,-0.308443139,54.0,0.69047619,15.0,0.753317728,0,,,,214079.6618,0.68627451,0.701650371,0.009179621,0.787878788,66194.61088,600397.64,803944.3627,1.639580066,78927.33414,1
1549,1550,,50.66666667,0.666666667,10.0,0.880086948,0,,,-16330.72323,0.666666667,0.709175566,0.666666667,0.141487234,0.828985507,16400000.0,-195873.8317,244851.9449,1.14457836,0.666666667,0
1550,1551,-0.080683286,67.33333333,1.0,15.0,0.716845878,0,0.243789689,0.666666667,260397.7208,58834.11607,0.738609113,0.666666667,-0.026481351,0.690322581,372543.3098,-41875.67268,377677.7139,1.226183674,0.666666667,0
1551,1552,,154.0,0.666666667,15.0,0.861458333,0,,,-602532.5868,21203.97306,0.761695906,0.684082,0.301765631,,-217867.9292,0.666666667,239534.6903,1.316128019,6.409267142,0
1552,1553,0.101910168,94.0,1.0,20.0,0.793103448,0,-0.08584865,0.791666667,81824.07493,167768.3757,0.693181818,0.706154354,-0.051757655,0.666666667,301713.1574,-5767.90941,0.666666667,1.275807999,0.666666667,0
1553,1554,,567.3333333,,10.0,0.734151329,0,-0.028604447,0.666666667,543426.1469,133773.6318,0.704898447,0.666666667,0.134509901,0.871794872,339843.2092,245242.297,289899.8197,1.413868206,15956.58543,0
1554,1555,0.338609276,94.0,0.666666667,10.0,0.833333333,0,,0.696969697,-581540.3308,0.666666667,0.790123457,0.666666667,-0.057184778,0.703703704,4477417.661,545544.1701,173165.9663,1.559017128,340197.0753,0
1555,1556,,94.0,0.666666667,15.0,0.788598673,0,1.274963253,0.666666667,38609.76049,311078.6397,0.724705882,0.701557353,0.13276891,0.666666667,34111.61651,-54483.55937,629206.9333,1.308012449,0.666666667,0
1556,1557,0.150429962,54.0,0.714285714,0.0,0.811594203,0,,0.666666667,1227233.293,0.666666667,0.734545455,0.666666667,-0.013816674,,15300000.0,-49502.69784,0.666666667,1.486232834,274685.5065,0
1557,1558,,149.0,0.833333333,25.0,0.745219514,0,-0.347551518,0.774305556,155386.3823,1378125.555,0.730537582,0.666666667,-0.207566252,0.796296296,-95549.43424,568613.4119,801772.2638,1.413586788,244491.4165,0
1558,1559,0.009609618,182.3333333,0.742753623,10.0,0.910742622,0,,,1206491.886,985433.4919,0.696969697,0.666666667,-0.011682941,1.0,4068982.067,49359.06596,139716.3491,1.202453625,540396.1427,0
1559,1560,-0.002202252,115.3333333,0.666666667,15.0,0.843243243,0,-0.122007912,,185830.0605,290540.7288,0.742995169,0.666666667,0.103755341,0.666666667,529490.3073,3589202.639,851242.6203,1.537074236,0.666666667,1
1560,1561,0.345418293,299.0,,15.0,0.72,0,1.63080203,0.75,8690596.593,114382.1478,0.666666667,0.666666667,-0.061920782,0.666666667,1194059.135,317371.8647,321696.0464,1.317736989,1768520.051,0
1561,1562,-0.274937124,54.0,1.0,20.0,0.7,0,-0.168915848,0.666666667,-385630.7648,367906.4492,0.785714286,0.666666667,-0.060183717,0.736842105,-881.6649702,288895.5122,81267.63188,1.419676185,0.666666667,0
1562,1563,,109.0,1.0,10.0,0.881761006,1,0.194953038,0.739130435,1694444.569,821103.9144,0.680573002,0.666666667,0.138052899,0.777777778,684774.7922,-297314.9605,320638.8153,1.922539442,74801.69469,0
1563,1564,,166.6666667,0.666666667,15.0,0.882539683,0,0.525932424,0.666666667,-136706.907,1932586.51,0.687668763,0.666666667,-0.051945273,,1420516.004,5190590.772,4338185.49,1.307135709,345929.0253,0
1564,1565,,180.6666667,0.96969697,15.0,0.776311,0,,0.944444444,3776038.256,216007.9017,0.714776632,,-0.094101373,0.666666667,,18711.54971,419636.7388,1.437433882,0.666666667,0
1565,1566,0.398998672,245.6666667,0.7,10.0,0.778625954,0,0.279065736,0.942995169,5514745.43,524990.5265,0.713261649,0.666666667,,0.740740741,-699480.4999,233579.3834,1072712.717,1.277450151,86956.61261,0
1566,1567,0.559146032,114.0,0.666666667,15.0,0.747412008,0,,0.9,-397737.7023,281732.9704,0.71484375,0.666666667,,0.666666667,99515.46447,-312101.235,1628721.574,1.400663515,166309.745,0
1567,1568,,184.0,0.9,25.0,0.741805176,0,,0.666666667,189768.0167,77944.23724,0.764492754,0.666666667,0.241654265,0.833333333,7471305.763,-334405.6164,778841.6403,1.265439546,45445.81769,0
1568,1569,0.410648058,20.66666667,0.719298246,10.0,0.794268953,0,,0.666666667,2833338.996,49691.13368,0.712355943,0.666666667,0.117302836,1.0,118526.4371,0.666666667,324783.1058,2.081161593,24630.8729,0
1569,1570,1.689186993,160.6666667,0.666666667,10.0,0.829457364,0,,,2687971.116,77254.28911,0.747405864,0.680701754,0.083717491,0.666666667,1364983.213,-66463.93471,2587055.572,1.423428004,0.666666667,0
1570,1571,,82.33333333,0.822222222,15.0,0.737442922,0,,,23431.70675,0.666666667,0.764227642,0.666666667,,0.690322581,1241364.698,153360.8757,551588.5603,1.262450029,377512.4681,1
1571,1572,4.139854562,44.0,0.666666667,10.0,0.752394636,0,,0.761904762,1065686.653,20472.66414,0.732464845,0.666666667,-0.008648279,0.766666667,1262161.909,-396039.2102,724879.12,1.762455866,0.666666667,0
1572,1573,-0.308427798,,0.925925926,10.0,0.703453533,0,-0.089317229,0.733333333,1513119.96,674735.3731,0.732497388,0.666666667,0.158157761,0.785714286,802545.1678,0.666666667,159134.8532,1.382868538,1306773.612,0
1573,1574,0.159326263,83.0,,15.0,0.738080935,0,-0.208085604,0.666666667,60663.43603,0.666666667,0.732445068,0.666666667,0.258045052,0.805555556,-610422.8085,-42787.19376,0.666666667,1.510018559,0.666666667,0
1574,1575,,77.33333333,0.936507937,20.0,0.896124031,0,1.935823598,0.666666667,5486598.305,360771.4803,0.736052287,0.666666667,0.066817313,1.0,,-78818.17435,809730.8739,1.461380345,27600.59407,1
1575,1576,,34.0,0.666666667,10.0,0.790938511,0,-0.692089474,1.0,191239.6761,458966.0128,0.75295839,0.791666667,0.083974331,,2801572.6,2538.706359,680230.9532,1.522653704,92597.77189,0
1576,1577,-0.084753637,65.66666667,0.722222222,15.0,0.759549974,0,-0.027130646,1.0,3996366.937,0.666666667,0.714776632,0.672043011,-0.009302861,1.0,142696.2164,845526.959,0.666666667,1.266018469,0.666666667,0
